trait_coding_logic,trait_visual_creativity,trait_math_analytical,trait_leadership_strategy,trait_physical_mechanical,trait_empathy_caregiving,trait_writing_argument,trait_teaching_mentoring,trait_scientific_inquiry,trait_risk_operations,career_category
1.85,3.38,2.03,4.99,1.12,6.22,4.17,8.8,3.81,1.17,Educator
1.51,0.96,2.94,5.42,2.23,3.15,7.84,3.33,4.58,5.0,Lawyer
4.37,3.54,8.55,2.36,1.64,1.15,3.03,1.67,4.19,5.79,Analyst
0.33,2.41,1.17,5.2,8.01,3.21,3.56,3.2,2.02,3.07,Sports Professional
1.26,3.55,2.11,5.21,1.66,5.67,3.79,7.86,3.45,2.16,Educator
4.59,1.53,6.99,3.23,0.41,2.32,4.1,0.5,4.52,6.35,Analyst
2.78,3.91,5.17,3.34,7.07,1.0,2.27,0.11,2.18,3.08,Engineer
1.05,0.42,3.24,7.07,1.07,1.46,3.32,5.06,2.41,7.0,Manager
2.4,2.97,7.36,2.63,6.96,0.0,0.7,2.34,4.81,2.64,Engineer
0.0,2.66,2.04,4.13,0.79,8.59,2.22,3.85,7.67,1.37,Healthcare Professional
0.85,0.99,4.43,3.03,3.36,8.01,2.91,3.48,5.49,2.87,Healthcare Professional
2.98,1.93,2.46,7.85,1.52,2.36,8.05,3.66,4.29,3.76,Lawyer
2.86,2.13,4.64,1.84,2.34,2.46,6.68,3.04,8.67,2.6,Researcher
1.67,1.28,1.5,3.22,7.88,1.25,1.73,4.57,0.42,1.59,Sports Professional
0.95,2.89,1.94,3.7,0.7,9.52,2.11,6.01,7.56,2.4,Healthcare Professional
4.76,1.43,6.7,2.61,7.33,0.76,1.43,3.17,3.51,1.86,Engineer
1.54,2.54,2.01,4.55,2.31,5.98,4.26,7.98,2.55,0.97,Educator
2.16,2.94,1.35,5.43,8.31,2.35,1.91,3.57,1.36,1.47,Sports Professional
1.26,1.19,1.72,4.05,1.2,7.18,6.09,7.13,2.56,1.57,Educator
5.24,1.94,6.55,2.65,5.0,2.61,2.62,1.31,3.47,1.97,Engineer
2.76,2.41,2.78,9.98,1.07,1.48,5.27,4.08,3.5,5.72,Manager
3.41,2.91,4.2,2.5,0.0,2.66,5.13,5.39,6.3,2.99,Researcher
2.25,0.93,3.68,5.71,2.43,6.97,4.28,7.57,3.19,3.33,Educator
3.49,0.91,5.27,2.9,2.03,2.55,6.01,3.3,8.94,4.21,Researcher
4.47,3.59,3.97,1.96,6.58,1.13,0.19,0.16,5.45,3.56,Engineer
1.89,2.66,3.58,2.27,0.87,6.71,3.49,3.88,5.46,2.38,Healthcare Professional
6.23,2.7,6.41,0.74,0.0,0.92,1.92,1.99,3.85,1.95,Developer
2.33,2.08,2.71,4.12,2.4,8.21,2.7,4.42,6.46,4.48,Healthcare Professional
0.93,7.64,2.48,2.08,0.73,1.51,1.12,3.04,1.82,2.51,Designer
1.94,2.23,2.32,3.81,3.5,6.61,3.23,7.78,2.98,1.5,Educator
0.12,0.93,2.49,3.67,1.28,6.38,3.48,3.6,5.04,1.82,Healthcare Professional
1.66,2.39,2.49,3.44,2.31,5.24,4.79,8.68,4.25,3.37,Educator
1.13,0.1,2.68,3.84,8.46,2.56,1.65,4.95,1.26,2.35,Sports Professional
4.48,3.09,7.89,2.5,0.86,1.93,2.63,1.23,4.05,4.37,Analyst
1.56,1.19,3.02,8.86,0.89,3.86,2.43,4.03,0.61,5.41,Manager
2.0,7.84,2.22,1.65,1.11,0.0,2.28,1.57,1.54,1.88,Designer
4.59,2.79,6.11,2.0,8.57,2.5,3.14,3.3,3.18,2.55,Engineer
0.0,1.37,2.49,1.9,2.71,8.76,1.63,3.81,6.04,0.87,Healthcare Professional
1.34,1.49,3.39,7.95,0.0,2.35,4.28,4.56,1.87,4.19,Manager
2.06,3.68,1.43,5.74,7.52,3.53,2.58,3.93,3.66,4.27,Sports Professional
2.01,1.73,1.44,4.56,0.52,6.58,6.04,8.85,3.51,2.74,Educator
1.51,1.17,1.45,6.5,0.65,2.99,3.91,4.03,1.2,7.09,Manager
2.21,4.68,1.27,1.65,2.85,0.53,2.65,3.35,0.82,1.85,Designer
8.23,2.62,5.3,2.75,1.57,2.45,0.75,1.47,1.54,1.79,Developer
1.25,7.39,1.28,2.17,1.36,1.0,2.89,3.55,3.48,0.0,Designer
5.51,2.45,8.48,0.96,0.53,0.68,4.1,1.65,4.26,4.98,Analyst
0.18,1.52,1.64,6.71,1.73,1.71,8.13,3.62,5.28,3.88,Lawyer
2.19,0.43,2.32,3.45,7.58,3.0,1.09,3.98,0.74,1.97,Sports Professional
0.84,1.5,5.44,9.13,1.67,1.14,4.8,4.29,0.06,6.76,Manager
2.22,7.58,2.55,1.12,0.26,0.0,0.5,1.53,1.73,0.93,Designer
1.35,2.19,2.01,5.71,7.76,3.0,3.4,4.79,1.94,3.07,Sports Professional
2.17,9.45,1.07,2.79,1.54,2.13,2.11,2.96,2.27,0.89,Designer
4.65,8.65,4.13,3.26,1.72,1.77,2.47,0.44,2.02,2.59,Designer
2.8,7.82,1.74,2.4,2.23,2.04,3.44,1.08,1.8,0.65,Designer
3.35,3.88,4.69,2.61,8.22,3.07,1.56,1.43,2.45,4.03,Engineer
7.02,2.94,4.51,2.11,1.37,0.72,1.25,0.7,3.48,3.11,Developer
0.54,2.02,4.52,2.87,1.69,7.78,3.96,4.77,7.3,2.78,Healthcare Professional
2.15,8.95,0.93,1.09,0.0,1.01,3.7,1.89,0.79,1.06,Designer
1.03,2.35,2.11,3.21,2.38,7.51,3.09,4.43,5.91,2.38,Healthcare Professional
2.43,7.37,1.79,2.42,1.97,0.53,3.4,3.01,0.98,0.76,Designer
4.31,1.1,7.18,1.33,2.29,0.87,3.48,3.22,3.05,4.98,Analyst
2.2,8.27,2.36,0.36,1.23,0.16,3.65,1.95,1.83,2.31,Designer
4.14,2.39,5.75,2.26,7.51,1.59,1.95,0.77,4.02,3.45,Engineer
7.23,3.68,5.79,1.67,0.0,1.26,1.25,0.93,2.27,1.04,Developer
2.69,2.75,7.31,1.86,7.23,3.11,2.43,1.54,4.22,2.49,Engineer
0.94,0.58,3.18,2.95,1.92,7.81,0.65,5.13,5.95,1.23,Healthcare Professional
0.96,2.83,2.76,4.03,0.42,5.05,3.83,7.82,2.96,2.36,Educator
2.11,1.42,0.54,5.63,8.53,3.36,2.82,3.43,2.35,2.24,Sports Professional
7.36,2.21,4.56,0.44,1.42,0.5,2.28,0.7,3.16,3.17,Developer
3.59,2.76,6.37,1.43,3.6,2.46,5.3,4.01,8.28,3.23,Researcher
0.0,2.44,3.09,7.91,0.19,3.08,4.82,5.01,2.71,5.83,Manager
2.47,2.49,1.87,4.45,0.88,7.63,5.28,8.19,3.46,2.66,Educator
2.19,7.99,1.84,3.2,0.87,0.29,2.52,1.64,5.04,2.11,Designer
0.34,2.89,4.04,5.91,0.56,1.95,5.67,3.82,5.2,5.12,Lawyer
0.57,1.26,3.32,2.9,2.73,8.39,2.16,2.33,7.35,1.88,Healthcare Professional
0.0,0.0,2.76,2.73,1.78,8.23,1.71,5.61,5.97,3.66,Healthcare Professional
0.0,1.56,3.34,5.73,0.3,3.62,8.57,4.68,3.64,4.36,Lawyer
0.0,0.75,3.62,2.8,1.03,6.35,3.16,4.59,6.22,2.05,Healthcare Professional
2.54,2.64,2.53,4.28,1.22,5.23,4.55,7.76,3.31,1.03,Educator
2.13,3.59,2.45,4.6,1.6,5.77,3.75,6.96,2.45,1.62,Educator
3.04,1.33,4.22,4.51,7.43,2.73,1.64,5.76,3.19,3.68,Sports Professional
2.08,1.92,0.99,4.04,1.73,5.93,6.13,7.88,0.95,2.13,Educator
7.68,1.69,4.11,1.73,1.99,1.43,2.0,0.97,2.02,2.75,Developer
3.25,3.21,4.21,1.2,2.47,1.11,5.5,4.62,9.19,2.61,Researcher
0.81,8.69,2.0,0.61,1.94,2.25,1.96,3.05,0.5,0.15,Designer
1.07,8.2,0.45,2.94,1.54,1.03,1.75,1.79,2.62,1.99,Designer
3.0,3.26,7.28,0.75,6.99,1.02,1.21,1.26,3.93,4.42,Engineer
7.74,2.45,5.28,0.68,0.48,1.68,2.45,0.62,3.09,2.68,Developer
0.12,0.87,3.52,6.13,1.26,2.18,9.4,5.85,4.59,5.41,Lawyer
4.15,2.18,8.13,1.5,1.23,2.69,3.52,2.05,4.08,4.91,Analyst
3.14,2.55,2.71,6.16,1.14,4.16,8.75,2.77,4.82,5.72,Lawyer
2.34,1.6,2.29,6.37,1.73,2.48,7.79,4.41,4.34,6.45,Lawyer
3.99,0.61,5.92,1.76,1.72,0.49,5.7,2.56,7.68,1.59,Researcher
8.45,1.6,5.15,1.73,2.8,3.8,2.55,1.34,3.48,2.8,Developer
6.61,2.88,4.73,1.59,0.0,0.0,1.66,1.39,2.64,0.93,Developer
2.3,0.45,3.98,2.5,2.15,8.2,2.68,4.61,6.35,3.21,Healthcare Professional
3.22,3.77,4.61,1.38,1.41,1.84,4.38,4.15,5.24,2.35,Researcher
7.55,2.98,5.44,1.94,1.06,0.0,1.15,1.37,1.91,2.54,Developer
4.11,1.62,3.54,1.93,2.22,2.94,7.13,3.27,7.86,2.79,Researcher
1.55,3.22,1.16,3.98,2.21,5.92,3.33,7.57,3.17,0.6,Educator
1.58,1.83,4.5,8.68,0.0,2.43,2.82,6.08,2.4,5.76,Manager
0.0,2.37,2.73,1.9,3.99,7.05,3.29,3.31,6.12,1.69,Healthcare Professional
2.82,2.73,4.98,0.8,7.7,1.02,1.49,0.85,3.76,2.11,Engineer
0.0,2.98,3.97,7.25,1.51,1.12,4.07,5.22,0.0,6.1,Manager
6.43,2.46,4.56,1.93,1.26,1.86,1.29,1.53,1.77,2.63,Developer
2.5,2.78,1.05,3.92,7.72,2.83,0.0,3.82,1.5,4.2,Sports Professional
3.32,1.42,5.91,3.02,1.62,2.91,6.69,3.14,8.31,2.65,Researcher
1.28,2.84,3.94,8.36,0.27,1.28,4.02,3.12,1.76,6.73,Manager
4.37,0.8,7.49,2.2,0.95,2.82,3.16,1.28,2.86,5.04,Analyst
4.99,3.13,7.93,3.07,1.43,1.59,3.63,0.0,3.6,3.56,Analyst
4.8,3.91,5.87,2.71,7.57,0.0,1.7,3.44,2.83,4.9,Engineer
0.51,1.77,2.64,5.93,1.04,1.43,7.0,3.71,3.9,6.21,Lawyer
1.3,1.91,2.51,4.85,1.39,2.53,5.85,4.95,4.87,5.07,Lawyer
1.14,2.71,3.23,3.29,2.74,6.74,4.05,3.05,6.79,3.17,Healthcare Professional
1.62,2.08,3.84,7.9,1.3,2.17,4.05,5.1,0.0,7.89,Manager
2.68,1.82,3.55,3.28,7.69,2.09,2.71,3.33,2.36,1.38,Sports Professional
0.8,2.36,4.87,7.51,1.38,1.71,2.61,5.37,2.82,7.14,Manager
2.59,2.16,3.57,5.89,1.38,0.61,9.19,0.41,4.1,3.56,Lawyer
4.78,0.08,6.58,2.65,1.12,1.3,3.33,2.01,3.61,3.92,Analyst
7.32,2.02,6.43,0.22,0.13,0.64,3.11,1.84,2.13,1.72,Developer
3.91,1.91,8.83,2.96,0.0,0.0,2.94,0.91,4.08,4.54,Analyst
1.36,8.65,1.94,1.74,1.89,0.83,2.19,2.11,1.55,2.1,Designer
7.49,1.88,5.06,2.8,0.0,1.73,1.75,1.25,3.71,2.31,Developer
2.52,7.84,2.14,1.64,1.61,1.64,1.98,1.19,1.6,1.71,Designer
0.86,2.23,4.89,8.84,0.0,2.0,5.34,7.1,2.63,6.17,Manager
0.32,0.96,2.75,6.31,0.97,2.17,7.18,3.86,4.05,5.32,Lawyer
3.1,2.39,6.38,3.85,6.26,1.59,3.01,0.66,3.34,2.04,Engineer
0.71,1.11,2.23,3.84,2.03,8.33,2.82,3.72,4.95,1.6,Healthcare Professional
0.44,1.94,4.21,5.23,0.35,3.54,7.68,2.62,5.29,5.52,Lawyer
3.84,2.55,4.16,2.06,1.42,2.57,5.02,3.38,8.03,4.68,Researcher
0.12,2.28,1.89,5.07,8.66,2.71,2.33,4.1,3.18,2.18,Sports Professional
0.35,2.45,3.07,2.1,2.76,7.14,1.09,4.0,7.72,0.86,Healthcare Professional
0.85,0.0,4.09,3.55,2.21,7.58,2.85,5.46,6.18,1.18,Healthcare Professional
2.81,9.01,1.54,2.61,2.75,3.11,2.28,0.0,1.26,1.12,Designer
2.13,3.64,1.9,3.99,9.97,4.01,2.01,5.08,1.06,3.5,Sports Professional
3.07,3.39,5.82,1.4,2.71,3.18,5.94,3.97,6.97,4.35,Researcher
2.58,1.66,2.34,2.89,6.65,2.3,2.77,5.09,2.98,1.14,Sports Professional
6.68,3.87,5.96,2.43,0.41,1.77,1.02,2.3,3.15,2.5,Developer
7.15,1.58,4.58,1.16,1.58,1.84,1.55,0.46,3.24,1.26,Developer
2.5,2.46,6.27,2.02,7.02,0.65,3.27,2.0,2.63,2.14,Engineer
3.02,1.69,2.85,3.15,1.54,6.26,2.83,6.74,2.14,1.33,Educator
1.47,0.94,1.52,4.68,9.03,4.16,2.05,4.04,0.92,4.26,Sports Professional
1.72,0.99,1.78,3.28,1.55,7.32,5.47,7.68,2.25,1.1,Educator
6.29,1.67,4.6,0.81,0.97,1.21,3.4,0.6,3.89,1.81,Developer
1.24,1.58,3.82,2.86,1.73,7.79,1.67,5.3,7.03,1.41,Healthcare Professional
1.4,2.07,2.41,6.59,1.77,3.13,8.68,3.92,5.56,2.96,Lawyer
3.33,3.11,7.44,2.01,6.6,0.0,3.43,1.07,3.48,2.12,Engineer
2.97,3.11,4.02,4.01,2.75,7.96,1.84,3.98,6.38,1.19,Healthcare Professional
0.0,2.57,1.44,5.6,8.54,4.74,2.38,4.86,1.84,2.15,Sports Professional
2.0,1.01,4.06,3.55,0.61,8.48,2.97,4.38,5.87,1.65,Healthcare Professional
2.5,1.08,5.51,3.06,7.5,0.06,3.03,3.52,3.3,3.1,Engineer
3.62,2.02,4.69,2.21,0.66,3.29,5.49,2.05,7.79,2.45,Researcher
3.12,9.11,1.7,0.39,0.99,0.96,1.91,1.37,1.41,1.15,Designer
3.42,1.08,5.26,3.04,6.89,2.08,4.11,2.59,4.84,3.65,Engineer
1.32,0.0,2.99,3.09,2.13,10.71,1.93,4.74,6.47,1.89,Healthcare Professional
1.86,2.33,2.54,3.58,1.53,6.13,6.19,8.51,2.81,2.41,Educator
2.81,2.03,6.23,2.21,9.58,0.93,2.56,0.25,2.73,2.02,Engineer
1.71,3.43,3.88,3.89,0.3,4.83,3.88,7.16,1.49,4.16,Educator
5.25,4.56,4.25,0.02,1.92,3.2,3.25,2.01,3.54,2.77,Developer
0.36,1.0,2.15,3.38,5.39,2.56,3.96,4.1,2.34,3.13,Sports Professional
2.67,3.48,1.84,5.08,0.01,6.41,4.81,9.03,3.34,2.28,Educator
8.57,4.16,6.26,2.55,0.48,0.0,2.77,1.88,3.1,2.35,Developer
2.25,7.95,2.49,0.79,0.83,1.4,4.21,1.9,2.98,1.53,Designer
1.23,1.47,1.38,3.74,7.97,2.26,2.61,4.71,2.16,0.84,Sports Professional
3.36,3.13,4.2,0.25,1.02,1.9,3.49,3.72,6.93,2.93,Researcher
1.35,3.86,2.85,4.21,1.86,5.12,4.09,8.12,2.73,1.98,Educator
1.09,0.54,2.74,1.57,2.72,8.32,3.48,3.69,7.02,2.54,Healthcare Professional
0.6,1.06,3.4,1.62,1.81,8.88,1.38,4.16,5.43,2.14,Healthcare Professional
0.74,1.54,0.23,9.38,1.5,1.31,2.99,4.05,2.65,4.8,Manager
4.21,2.01,8.31,3.32,0.79,0.14,3.22,1.17,2.16,3.36,Analyst
2.58,1.34,3.16,5.28,0.0,4.11,5.91,1.85,6.12,5.01,Lawyer
0.8,0.94,3.43,6.81,2.15,2.33,8.42,3.72,4.52,4.27,Lawyer
4.42,1.49,6.49,2.43,7.0,0.91,2.97,0.93,3.13,2.32,Engineer
3.19,0.79,5.37,0.18,1.09,2.24,4.56,3.22,8.0,4.14,Researcher
0.69,0.33,2.85,3.14,1.7,7.59,1.05,4.3,4.27,2.53,Healthcare Professional
2.14,8.03,1.93,2.89,2.17,1.77,2.91,1.91,3.6,0.17,Designer
1.9,2.3,3.15,0.46,2.34,1.88,6.62,1.54,7.92,1.91,Researcher
1.32,9.37,2.12,2.8,3.35,0.88,2.41,1.75,0.24,1.22,Designer
0.96,1.16,2.17,5.97,0.88,0.92,7.41,4.8,4.72,5.64,Lawyer
3.73,3.94,4.55,3.17,0.7,1.12,6.39,3.3,9.14,4.32,Researcher
3.59,10.51,2.08,2.71,0.0,2.85,3.2,1.56,3.11,1.27,Designer
4.56,1.26,6.55,1.85,3.24,1.62,3.33,0.9,1.84,3.76,Analyst
2.26,1.22,3.64,7.03,2.1,1.39,3.68,5.35,1.07,6.56,Manager
1.43,2.41,0.66,4.21,9.27,2.43,2.02,4.64,1.98,3.12,Sports Professional
3.22,1.46,2.92,3.9,1.16,0.6,5.25,4.99,9.72,3.05,Researcher
1.05,1.43,1.92,3.5,1.19,4.38,7.68,4.36,5.85,3.29,Lawyer
1.49,7.37,2.35,3.01,1.38,1.68,2.6,2.0,1.02,2.5,Designer
5.37,2.13,6.76,2.15,2.51,1.43,2.84,1.15,1.79,4.36,Analyst
1.11,2.12,1.8,6.01,0.81,2.53,6.44,3.03,4.52,5.49,Lawyer
5.67,2.54,5.28,0.0,1.36,1.64,2.2,1.21,3.53,2.61,Developer
2.14,1.79,5.15,3.74,7.06,0.0,2.4,2.6,4.1,2.76,Engineer
7.67,2.88,5.7,2.65,0.14,0.39,1.3,2.25,3.81,2.41,Developer
3.96,1.98,4.83,1.7,1.45,2.93,4.78,3.62,8.32,2.14,Researcher
4.52,1.16,6.2,3.78,8.7,1.32,4.11,2.55,4.44,3.04,Engineer
5.04,2.04,5.27,1.01,2.16,2.92,5.21,2.83,9.66,3.34,Researcher
4.62,1.15,5.67,1.03,0.69,2.49,6.37,3.23,8.56,4.03,Researcher
1.66,1.74,1.44,6.27,8.12,2.77,0.67,3.66,1.42,2.9,Sports Professional
1.96,2.7,2.98,9.29,1.11,0.9,3.77,3.42,3.43,5.91,Manager
4.64,2.06,7.01,3.24,0.0,1.02,2.56,0.53,4.85,3.28,Analyst
0.0,0.82,2.01,2.75,0.0,8.17,3.32,3.89,6.45,2.04,Healthcare Professional
2.36,1.7,3.03,7.29,2.3,1.75,4.07,4.12,2.63,6.64,Manager
5.21,2.49,5.52,3.73,8.62,1.83,1.49,1.74,3.78,3.62,Engineer
0.87,0.92,2.93,6.05,1.61,2.36,4.5,3.64,0.92,6.55,Manager
1.93,3.19,4.33,2.09,1.8,1.19,4.54,4.91,7.94,0.57,Researcher
5.22,1.5,4.92,1.11,1.64,2.36,6.54,4.78,8.71,3.94,Researcher
3.48,3.98,6.78,2.68,8.33,1.49,2.36,2.88,3.97,3.77,Engineer
1.78,1.64,2.6,6.05,8.75,1.92,0.96,4.33,2.4,3.59,Sports Professional
0.25,1.65,1.12,6.01,7.87,3.2,1.03,3.23,1.6,2.97,Sports Professional
3.45,3.27,6.76,5.17,2.32,0.78,3.02,2.68,4.21,4.9,Analyst
1.1,2.71,2.06,5.82,0.34,6.25,5.85,7.66,2.32,3.19,Educator
7.03,3.69,6.24,1.64,0.0,1.19,2.96,1.16,4.22,3.16,Developer
0.0,2.47,3.97,6.93,1.13,0.0,4.64,4.72,1.96,6.52,Manager
1.99,9.04,2.36,1.33,1.25,0.24,2.4,3.0,2.62,2.76,Designer
3.04,2.65,6.24,3.66,8.18,0.0,1.81,1.16,4.01,3.83,Engineer
0.0,1.45,1.82,2.32,3.14,6.33,3.11,5.34,6.73,2.86,Healthcare Professional
3.73,7.14,2.97,1.92,1.38,0.12,2.24,1.1,1.58,0.51,Designer
5.37,2.11,5.65,2.45,0.0,2.14,4.4,5.05,6.36,2.62,Researcher
1.84,0.73,2.36,3.73,7.16,2.31,1.93,4.9,2.33,2.24,Sports Professional
3.72,2.65,5.49,2.62,6.86,0.85,1.7,0.86,1.38,2.15,Engineer
2.35,1.12,4.79,2.43,2.29,3.98,6.17,2.71,7.82,1.05,Researcher
3.28,2.8,6.23,1.73,7.78,2.11,1.7,2.14,3.69,2.74,Engineer
8.47,2.69,5.69,0.52,1.21,1.93,1.25,2.78,2.92,1.2,Developer
1.2,3.4,4.33,8.53,1.74,2.85,3.38,4.32,1.11,6.31,Manager
2.96,1.48,3.17,7.87,0.39,3.09,7.29,3.79,4.68,5.71,Lawyer
6.85,2.66,5.01,1.26,2.51,2.21,0.83,2.25,3.73,0.97,Developer
2.69,8.97,2.45,0.25,1.36,0.46,2.32,2.88,2.27,2.53,Designer
5.67,2.58,8.13,3.15,0.86,1.79,2.02,3.14,1.0,4.42,Analyst
3.41,2.56,6.01,0.75,2.95,2.76,4.49,3.14,6.31,1.54,Researcher
1.86,3.41,1.72,4.42,1.95,4.61,5.86,6.96,1.83,0.0,Educator
4.64,2.03,5.67,2.18,1.27,2.56,6.86,2.69,5.71,2.29,Researcher
4.35,2.13,7.42,3.22,0.4,0.0,3.42,2.89,3.9,3.92,Analyst
3.66,2.52,5.11,2.58,0.13,3.28,4.48,4.39,8.45,1.32,Researcher
2.78,7.25,1.75,1.43,2.89,0.22,2.6,1.9,2.74,1.41,Designer
0.51,0.82,4.13,3.01,1.3,7.56,2.05,3.74,5.03,1.77,Healthcare Professional
1.87,0.89,5.37,1.59,2.86,1.66,6.36,2.92,8.24,2.25,Researcher
0.0,3.62,3.8,8.09,1.27,2.52,4.07,4.74,2.1,5.95,Manager
1.35,4.92,2.57,4.54,0.0,5.26,4.97,6.55,3.49,1.85,Educator
1.11,2.84,3.73,8.27,0.0,2.28,4.59,3.28,2.78,6.4,Manager
2.81,1.31,2.76,6.98,1.89,3.34,7.76,4.1,5.85,4.96,Lawyer
0.69,0.0,4.35,5.57,0.99,3.21,8.47,4.18,5.31,3.43,Lawyer
1.61,2.65,2.73,9.03,0.0,3.31,3.96,5.4,2.33,6.81,Manager
2.46,2.47,5.7,3.21,6.53,1.92,3.22,2.0,3.55,2.31,Engineer
6.5,2.72,5.95,2.53,2.42,0.09,1.27,0.37,2.79,2.42,Developer
1.19,1.74,1.39,5.52,1.94,1.87,6.66,4.52,4.9,4.94,Lawyer
1.09,1.2,3.95,3.78,1.01,2.14,9.22,3.02,4.96,5.83,Lawyer
1.91,3.19,2.14,5.72,0.56,1.13,9.41,2.97,3.71,4.6,Lawyer
1.43,4.44,1.76,4.64,1.28,6.22,5.33,6.45,2.19,3.32,Educator
2.0,2.35,3.22,6.43,1.09,3.22,7.79,3.22,4.52,6.07,Lawyer
1.59,7.88,2.26,0.31,0.09,0.93,2.69,1.78,3.33,0.17,Designer
1.25,2.15,3.25,7.49,0.6,1.13,4.43,3.96,2.15,6.87,Manager
5.17,2.97,7.0,2.86,7.78,2.05,2.6,2.19,3.69,3.48,Engineer
3.85,1.81,5.17,1.33,0.42,2.52,5.5,2.96,7.31,3.5,Researcher
2.96,3.28,5.23,3.3,8.68,1.91,1.69,0.09,4.02,2.89,Engineer
1.83,2.13,3.33,5.13,0.8,4.0,7.0,3.79,5.54,4.11,Lawyer
7.69,1.61,5.49,2.21,0.83,2.07,2.92,2.33,2.59,1.03,Developer
2.64,1.88,2.77,3.38,2.49,6.57,3.24,7.77,1.13,3.31,Educator
2.59,1.66,3.83,6.78,0.41,1.79,3.28,5.22,0.79,6.59,Manager
1.72,2.17,2.59,4.95,1.85,4.06,5.3,8.73,2.66,2.61,Educator
0.41,1.76,3.89,7.01,1.15,3.37,9.72,4.57,5.33,4.27,Lawyer
2.31,2.11,2.01,2.66,2.08,5.65,4.23,9.56,3.54,2.79,Educator
3.21,1.7,4.71,0.83,3.07,3.4,5.73,4.23,8.68,2.11,Researcher
3.24,2.16,6.3,2.65,2.24,1.25,1.95,1.89,2.75,5.04,Analyst
4.25,1.67,7.43,3.25,1.3,1.95,3.45,2.8,3.76,4.82,Analyst
3.02,1.68,4.1,1.95,4.32,4.17,4.6,3.56,7.72,3.13,Researcher
9.21,2.45,4.86,0.14,0.0,0.0,2.24,1.96,1.58,2.81,Developer
3.61,1.74,9.26,2.57,2.06,1.96,4.0,0.0,3.23,5.68,Analyst
1.79,2.31,3.14,6.56,1.38,2.73,9.0,3.64,6.56,5.86,Lawyer
1.51,2.08,2.23,6.12,1.05,0.74,2.5,4.1,1.56,5.71,Manager
3.43,1.77,6.42,1.59,0.98,1.73,5.17,3.68,8.57,2.32,Researcher
0.01,2.62,2.06,2.91,8.34,3.1,1.22,4.64,0.82,1.88,Sports Professional
2.02,0.7,2.13,7.2,2.15,2.44,10.11,3.91,3.5,4.75,Lawyer
1.97,2.0,4.12,7.75,0.94,0.81,3.76,5.06,1.89,7.31,Manager
3.92,0.18,7.86,2.72,1.03,0.92,2.97,1.54,3.23,5.26,Analyst
2.05,6.89,1.71,3.25,1.79,1.48,4.21,0.78,1.0,3.04,Designer
1.47,2.96,2.53,8.1,1.02,2.25,4.86,3.35,2.73,5.99,Manager
0.33,1.27,5.01,2.04,0.46,6.7,3.32,3.47,5.86,3.19,Healthcare Professional
1.63,0.78,3.69,2.86,1.16,8.06,0.76,3.5,6.3,0.91,Healthcare Professional
1.86,1.43,3.62,3.03,2.25,7.92,2.7,4.9,4.86,1.16,Healthcare Professional
2.81,2.62,4.62,6.57,0.71,2.39,5.04,4.37,1.93,7.12,Manager
2.92,2.63,4.56,1.76,8.01,0.0,3.6,3.08,3.05,2.29,Engineer
0.12,1.11,2.55,4.46,6.93,2.14,1.66,3.47,1.74,2.27,Sports Professional
7.07,1.76,4.88,0.28,0.93,0.0,2.17,1.47,3.13,1.53,Developer
4.64,2.21,5.12,1.54,8.16,1.03,2.57,2.55,1.68,1.97,Engineer
3.65,1.48,5.19,1.48,3.04,1.61,5.03,2.16,7.73,2.84,Researcher
4.63,1.85,4.54,2.84,0.47,2.73,6.45,3.89,7.49,2.1,Researcher
1.65,8.91,2.1,4.35,1.67,1.55,2.6,1.43,1.95,2.52,Designer
2.55,0.67,1.7,5.22,1.69,3.52,7.64,1.82,3.1,4.04,Lawyer
2.41,0.47,5.64,2.86,6.87,0.05,1.51,3.12,2.25,2.42,Engineer
7.54,0.93,5.95,1.85,0.63,1.91,0.99,2.52,3.14,1.7,Developer
2.92,2.51,6.19,4.34,0.64,1.33,2.31,1.43,5.55,5.35,Analyst
1.29,8.62,1.74,3.07,2.42,1.69,2.19,2.86,2.58,0.88,Designer
1.4,2.58,1.24,3.02,6.94,3.98,1.16,3.01,1.93,3.02,Sports Professional
0.55,0.04,3.6,8.22,0.9,1.52,4.42,4.43,3.52,7.61,Manager
1.0,0.0,3.45,2.13,3.29,6.69,2.55,2.01,4.06,1.74,Healthcare Professional
3.18,4.49,7.0,3.14,8.09,1.89,1.1,2.18,3.84,2.64,Engineer
2.26,0.43,4.37,6.24,1.87,1.68,2.89,5.02,2.84,6.11,Manager
1.71,1.49,1.47,2.57,1.69,6.83,5.19,9.03,4.31,2.63,Educator
3.35,0.99,6.75,3.03,0.66,1.31,4.14,3.17,3.25,3.93,Analyst
1.59,1.8,3.13,4.46,1.02,2.9,6.74,2.13,3.54,5.67,Lawyer
3.35,2.72,5.26,2.88,6.27,0.0,1.9,2.62,4.28,4.45,Engineer
1.03,6.94,1.62,1.56,1.02,1.92,2.57,1.74,2.16,0.61,Designer
0.0,2.89,1.76,3.64,6.27,2.09,2.55,4.93,1.77,2.26,Sports Professional
4.44,1.93,8.58,2.51,0.62,2.44,3.11,1.32,4.54,4.67,Analyst
1.67,4.4,2.04,5.15,1.5,8.39,4.25,10.7,3.4,3.26,Educator
1.17,1.46,5.27,3.11,1.66,8.09,3.42,3.96,6.62,2.86,Healthcare Professional
1.14,0.82,1.98,6.74,1.17,1.99,3.55,4.68,2.94,6.85,Manager
